pinjaman_id,nasabah_id,produk_id,cabang_id,petugas_id,tanggal_akad,plafon,tenor_bulan,suku_bunga_tahunan,tujuan_penggunaan,status_pinjaman,is_batal,fk_nasabah_valid,fk_petugas_valid,ada_masalah_fk,total_kewajiban_x,total_realisasi_x,total_kewajiban_y,total_realisasi_y,total_kewajiban,total_realisasi,baki_debet,hari_tunggakan_terlama,kolektibilitas,kode_kolektibilitas,tanggal_lahir_x,umur_saat_akad,total_nilai_agunan,rasio_kredit_agunan,nik_terenkripsi,tanggal_lahir_y,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi,nik_terenkripsi_dim,tanggal_lahir,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nik_terenkripsi_dim,tanggal_lahir_dim,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nama_produk,segmen,plafon_min,plafon_maks,bunga_acuan_tahunan,nama_cabang,kota_cabang,provinsi_cabang,wilayah,tanggal_operasional,nama_petugas,cabang_id_petugas,tanggal_masuk,status_kepegawaian,tanggal,tahun,bulan,nama_bulan,kuartal,hari,hari_dalam_minggu,akhir_pekan,tanggal_waktu,tahun_waktu,bulan_waktu,nama_bulan_waktu,kuartal_waktu,hari_waktu,hari_dalam_minggu_waktu,akhir_pekan_waktu,nik_terenkripsi_nasabah,tanggal_lahir_nasabah,jenis_kelamin_nasabah,jenis_usaha_nasabah,pendapatan_bulanan_nasabah,lama_usaha_tahun_nasabah,kota_nasabah,provinsi_nasabah,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_cabang_cabang,kota_cabang,provinsi_cabang,wilayah_cabang,tanggal_operasional_cabang,nama_petugas_petugas,cabang_id_petugas,tanggal_masuk_petugas,status_kepegawaian_petugas,is_npl
LN000582,NS002165,PRD05,CB20,PK055,2024-09-23,1000000.0,18,26.42,Modal Kerja,Macet,False,True,True,False,1396314.0,155146.0,1396314.0,155146.0,1396314.0,155146.0,1241168.0,434.0,Macet,5,2003-04-11,21.0,1820000.0,0.5494505494505495,NIK0002165,2003-04-11,P,Peternakan,6060000.0,6.0,Surabaya,Jawa Timur,NIK0002165,2003-04-11,P,Peternakan,6060000.0,6.0,Surabaya,Jawa Timur,NIK0002165,2003-04-11,P,Peternakan,6060000.0,6.0,Surabaya,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Bayu Firmansyah,CB15,2020-02-13,Kontrak,2024-09-23,2024.0,9.0,September,Q3,23.0,Monday,False,2024-09-23,2024.0,9.0,September,Q3,23.0,Monday,False,NIK0002165,2003-04-11,P,Peternakan,6060000.0,6.0,Surabaya,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Bayu Firmansyah,CB15,2020-02-13,Kontrak,1
LN000583,NS001239,PRD05,CB20,PK010,2024-01-06,5000000.0,24,28.21,Modal Kerja,Aktif,False,True,True,False,7821000.0,4562250.0,7821000.0,4562250.0,7821000.0,4562250.0,3258750.0,694.0,Macet,5,1982-12-24,41.0,11660000.0,0.4288164665523156,NIK0001239,1982-12-24,L,Pertanian,6340000.0,17.0,Surabaya,Jawa Timur,NIK0001239,1982-12-24,L,Pertanian,6340000.0,17.0,Surabaya,Jawa Timur,NIK0001239,1982-12-24,L,Pertanian,6340000.0,17.0,Surabaya,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Prasetyo Adi,CB07,2019-04-28,Tetap,2024-01-06,2024.0,1.0,January,Q1,6.0,Saturday,True,2024-01-06,2024.0,1.0,January,Q1,6.0,Saturday,True,NIK0001239,1982-12-24,L,Pertanian,6340000.0,17.0,Surabaya,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Prasetyo Adi,CB07,2019-04-28,Tetap,1
LN000584,NS000919,PRD03,CB15,PK068,2022-07-31,189500000.0,12,18.6,Renovasi Tempat Usaha,Aktif,False,True,True,False,224747004.0,206018087.0,224747004.0,206018087.0,224747004.0,206018087.0,18728917.0,1068.0,Macet,5,1966-11-20,55.0,367730000.0,0.5153237429635874,NIK0000919,1966-11-20,P,Peternakan,4230000.0,18.0,Solo ,Jawa Tengah,NIK0000919,1966-11-20,P,Peternakan,4230000.0,18.0,Solo ,Jawa Tengah,NIK0000919,1966-11-20,P,Peternakan,4230000.0,18.0,Solo ,Jawa Tengah,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Rendra Saputra,CB18,2016-04-24,Tetap,2022-07-31,2022.0,7.0,July,Q3,31.0,Sunday,True,2022-07-31,2022.0,7.0,July,Q3,31.0,Sunday,True,NIK0000919,1966-11-20,P,Peternakan,4230000.0,18.0,Solo ,Jawa Tengah,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Rendra Saputra,CB18,2016-04-24,Tetap,1
LN000585,NS002625,PRD05,CB02,PK042,2023-02-11,1500000.0,24,26.77,Modal Kerja,Lunas,False,True,True,False,2303088.0,1919240.0,2303088.0,1919240.0,2303088.0,1919240.0,383848.0,965.0,Macet,5,1960-06-07,62.0,0.0,,NIK0002625,1960-06-07,P,Peternakan,,17.0,Bekasi,Jawa Barat,NIK0002625,1960-06-07,P,Peternakan,,17.0,Bekasi,Jawa Barat,NIK0002625,1960-06-07,P,Peternakan,,17.0,Bekasi,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Citra Ningrum,CB03,2022-03-10,Kontrak,2023-02-11,2023.0,2.0,February,Q1,11.0,Saturday,True,2023-02-11,2023.0,2.0,February,Q1,11.0,Saturday,True,NIK0002625,1960-06-07,P,Peternakan,,17.0,Bekasi,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Citra Ningrum,CB03,2022-03-10,Kontrak,1
LN000586,NS003225,PRD05,CB07,PK958,2024-05-09,2500000.0,24,27.92,Investasi Alat,Macet,False,True,False,True,3837849.0,162334.0,3837849.0,162334.0,3837849.0,162334.0,3675515.0,570.0,Macet,5,1995-02-16,29.0,5940000.0,0.4208754208754209,NIK0000691,1995-02-16,P,Salon,5920000.0,15.0,Bekasi,Jawa Barat,NIK0000691,1995-02-16,P,Salon,5920000.0,15.0,Bekasi,Jawa Barat,NIK0000691,1995-02-16,P,Salon,5920000.0,15.0,Bekasi,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2017-03-11,Tidak Diketahui,,,Tidak Diketahui,2024-05-09,2024.0,5.0,May,Q2,9.0,Thursday,False,2024-05-09,2024.0,5.0,May,Q2,9.0,Thursday,False,NIK0000691,1995-02-16,P,Salon,5920000.0,15.0,Bekasi,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2017-03-11,Tidak Diketahui,,,Tidak Diketahui,1
LN000587,UNKNOWN,PRD06,CB17,PK025,2025-03-20,22500000.0,12,21.6,Modal Kerja,Aktif,False,False,True,True,26955000.0,15960000.0,26955000.0,15960000.0,26955000.0,15960000.0,10995000.0,225.0,Macet,5,,,32950000.0,0.6828528072837633,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Joni Iskandar,CB09,2017-04-18,Kontrak,2025-03-20,2025.0,3.0,March,Q1,20.0,Thursday,False,2025-03-20,2025.0,3.0,March,Q1,20.0,Thursday,False,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Joni Iskandar,CB09,2017-04-18,Kontrak,1
LN000588,NS000757,PRD03,CB11,PK074,2024-02-29,181000000.0,12,19.98,Pembelian Stok,Aktif,False,True,True,False,217163796.0,217163796.0,217163796.0,217163796.0,217163796.0,217163796.0,0.0,13.0,Dalam Perhatian Khusus,2,1963-03-20,60.0,,,NIK0000757,1963-03-20,L,Laundry,6400000.0,10.0,Jember,Jawa Timur,NIK0000757,1963-03-20,L,Laundry,6400000.0,10.0,Jember,Jawa Timur,NIK0000757,1963-03-20,L,Laundry,6400000.0,10.0,Jember,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Oscar Pratama,CB15,2018-03-24,Tetap,2024-02-29,2024.0,2.0,February,Q1,29.0,Thursday,False,2024-02-29,2024.0,2.0,February,Q1,29.0,Thursday,False,NIK0000757,1963-03-20,L,Laundry,6400000.0,10.0,Jember,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2015-01-21,Oscar Pratama,CB15,2018-03-24,Tetap,0
LN000589,NS001238,PRD02,CB08,PK025,2025-04-27,24500000.0,12,21.16,Investasi Alat,Restrukturisasi,False,True,True,False,29684208.0,4947368.0,29684208.0,4947368.0,29684208.0,4947368.0,24736840.0,187.0,Macet,5,1994-05-19,30.0,36610000.0,0.6692160611854685,NIK0001238,1994-05-19,P,Tidak Diketahui,,5.0,Cirebon,Jawa Barat,NIK0001238,1994-05-19,P,Tidak Diketahui,,5.0,Cirebon,Jawa Barat,NIK0001238,1994-05-19,P,Tidak Diketahui,,5.0,Cirebon,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Joni Iskandar,CB09,2017-04-18,Kontrak,2025-04-27,2025.0,4.0,April,Q2,27.0,Sunday,True,2025-04-27,2025.0,4.0,April,Q2,27.0,Sunday,True,NIK0001238,1994-05-19,P,Tidak Diketahui,,5.0,Cirebon,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Joni Iskandar,CB09,2017-04-18,Kontrak,1
LN000590,NS003076,PRD01,CB06,PK036,2022-08-01,19500000.0,18,24.05,Modal Kerja,Lunas,False,True,True,False,26534610.0,22112175.0,26534610.0,22112175.0,26534610.0,22112175.0,4422435.0,1156.0,Macet,5,1986-11-12,35.0,,,NIK0001851,1986-11-12,P,Kerajinan,4180000.0,9.0,Semarang,Jawa Tengah,NIK0001851,1986-11-12,P,Kerajinan,4180000.0,9.0,Semarang,Jawa Tengah,NIK0001851,1986-11-12,P,Kerajinan,4180000.0,9.0,Semarang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2020-03-02,Muhammad Rizky,CB13,2023-04-02,Tetap,2022-08-01,2022.0,8.0,August,Q3,1.0,Monday,False,2022-08-01,2022.0,8.0,August,Q3,1.0,Monday,False,NIK0001851,1986-11-12,P,Kerajinan,4180000.0,9.0,Semarang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2020-03-02,Muhammad Rizky,CB13,2023-04-02,Tetap,1
LN000591,NS003049,PRD01,CB18,PK034,2023-07-28,3000000.0,24,21.65,Investasi Alat,Lunas,False,True,True,False,4299000.0,2866000.0,4299000.0,2866000.0,4299000.0,2866000.0,1433000.0,764.0,Macet,5,2003-07-04,20.0,5540000.0,0.5415162454873647,NIK0001231,2003-07-04,L,Salon,,10.0,Singaraja,Bali,NIK0001231,2003-07-04,L,Salon,,10.0,Singaraja,Bali,NIK0001231,2003-07-04,L,Salon,,10.0,Singaraja,Bali,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Semarang,Semarang,Jawa Tengah,Wilayah I,2020-02-04,Joni Iskandar,CB14,2018-02-27,Kontrak,2023-07-28,2023.0,7.0,July,Q3,28.0,Friday,False,2023-07-28,2023.0,7.0,July,Q3,28.0,Friday,False,NIK0001231,2003-07-04,L,Salon,,10.0,Singaraja,Bali,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Semarang,Semarang,Jawa Tengah,Wilayah I,2020-02-04,Joni Iskandar,CB14,2018-02-27,Kontrak,1
LN000592,NS002671,PRD05,CB02,PK046,2024-05-27,2000000.0,18,26.67,Renovasi Tempat Usaha,Lunas,False,True,True,False,2800098.0,2177854.0,2800098.0,2177854.0,2800098.0,2177854.0,622244.0,552.0,Macet,5,1972-07-23,51.0,2130000.0,0.9389671361502347,NIK0002671,1972-07-23,P,LAINNYA,1910000.0,3.0,Medan,Sumatera Utara,NIK0002671,1972-07-23,P,LAINNYA,1910000.0,3.0,Medan,Sumatera Utara,NIK0002671,1972-07-23,P,LAINNYA,1910000.0,3.0,Medan,Sumatera Utara,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Tri Handoko,CB14,2017-04-23,Kontrak,2024-05-27,2024.0,5.0,May,Q2,27.0,Monday,False,2024-05-27,2024.0,5.0,May,Q2,27.0,Monday,False,NIK0002671,1972-07-23,P,LAINNYA,1910000.0,3.0,Medan,Sumatera Utara,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Tri Handoko,CB14,2017-04-23,Kontrak,1
LN000593,NS002175,PRD04,CB09,PK001,2024-01-07,19500000.0,18,21.02,Renovasi Tempat Usaha,Lunas,False,True,True,False,25648344.0,22798528.0,25648344.0,22798528.0,25648344.0,22798528.0,2849816.0,572.0,Macet,5,2003-08-01,20.0,,,NIK0002175,2003-08-01,P,Tidak Diketahui,3560000.0,17.0,Cirebon,Jawa Barat,NIK0002175,2003-08-01,P,Tidak Diketahui,3560000.0,17.0,Cirebon,Jawa Barat,NIK0002175,2003-08-01,P,Tidak Diketahui,3560000.0,17.0,Cirebon,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Hendra Wijaya,CB21,2017-11-17,Kontrak,2024-01-07,2024.0,1.0,January,Q1,7.0,Sunday,True,2024-01-07,2024.0,1.0,January,Q1,7.0,Sunday,True,NIK0002175,2003-08-01,P,Tidak Diketahui,3560000.0,17.0,Cirebon,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Hendra Wijaya,CB21,2017-11-17,Kontrak,1
LN000594,NS000433,PRD03,CB09,PK015,2022-07-25,141500000.0,18,18.33,Modal Kerja,Aktif,False,True,True,False,180405414.0,171385143.0,180405414.0,171385143.0,180405414.0,171385143.0,9020271.0,20.0,Dalam Perhatian Khusus,2,2002-09-28,19.0,,,NIK0000433,2002-09-28,L,Bengkel,,15.0,Bandung,Jawa Barat,NIK0000433,2002-09-28,L,Bengkel,,15.0,Bandung,Jawa Barat,NIK0000433,2002-09-28,L,Bengkel,,15.0,Bandung,Jawa Barat,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Qonita Rahma,CB20,2023-12-20,Kontrak,2022-07-25,2022.0,7.0,July,Q3,25.0,Monday,False,2022-07-25,2022.0,7.0,July,Q3,25.0,Monday,False,NIK0000433,2002-09-28,L,Bengkel,,15.0,Bandung,Jawa Barat,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Qonita Rahma,CB20,2023-12-20,Kontrak,0
LN000595,NS001867,PRD06,CB08,PK071,2023-03-05,4500000.0,24,21.99,Pembelian Stok,Lunas,False,True,True,False,6396626.0,6209126.0,6396626.0,6209126.0,6396626.0,6209126.0,187500.0,544.0,Macet,5,1978-03-25,44.0,7500000.0,0.6,NIK0001867,1978-03-25,P,Peternakan,4450000.0,21.0,Bekasi,Jawa Barat,NIK0001867,1978-03-25,P,Peternakan,4450000.0,21.0,Bekasi,Jawa Barat,NIK0001867,1978-03-25,P,Peternakan,4450000.0,21.0,Bekasi,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Nurul Aini,CB14,2018-11-01,Tetap,2023-03-05,2023.0,3.0,March,Q1,5.0,Sunday,True,2023-03-05,2023.0,3.0,March,Q1,5.0,Sunday,True,NIK0001867,1978-03-25,P,Peternakan,4450000.0,21.0,Bekasi,Jawa Barat,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,Kredit Multiguna Pedagang,Mikro,2500000,40000000,23.5,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Nurul Aini,CB14,2018-11-01,Tetap,1
LN000596,NS001058,PRD02,CB14,PK021,2023-02-08,22500000.0,12,20.42,Ekspansi Cabang,Aktif,False,True,True,False,27094500.0,24836625.0,27094500.0,24836625.0,27094500.0,24836625.0,2257875.0,907.0,Macet,5,1989-06-06,33.0,,,NIK0001058,1989-06-06,L,Peternakan,5700000.0,20.0,Bandung ,Jawa Barat,NIK0001058,1989-06-06,L,Peternakan,5700000.0,20.0,Bandung ,Jawa Barat,NIK0001058,1989-06-06,L,Peternakan,5700000.0,20.0,Bandung ,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Bayu Firmansyah,CB05,2021-05-06,Kontrak,2023-02-08,2023.0,2.0,February,Q1,8.0,Wednesday,False,2023-02-08,2023.0,2.0,February,Q1,8.0,Wednesday,False,NIK0001058,1989-06-06,L,Peternakan,5700000.0,20.0,Bandung ,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Bayu Firmansyah,CB05,2021-05-06,Kontrak,1
LN000597,NS002568,PRD02,CB09,PK109,2024-11-08,27500000.0,18,20.42,Pembelian Stok,Lunas,False,True,True,False,35923248.0,17961624.0,35923248.0,17961624.0,35923248.0,17961624.0,17961624.0,357.0,Macet,5,1971-06-09,53.0,33720000.0,0.8155397390272835,NIK0002568,1971-06-09,P,Warung Kelontong,5870000.0,3.0,Denpasar,Bali,NIK0002568,1971-06-09,P,Warung Kelontong,5870000.0,3.0,Denpasar,Bali,NIK0002568,1971-06-09,P,Warung Kelontong,5870000.0,3.0,Denpasar,Bali,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Tri Handoko,CB20,2022-07-17,Kontrak,2024-11-08,2024.0,11.0,November,Q4,8.0,Friday,False,2024-11-08,2024.0,11.0,November,Q4,8.0,Friday,False,NIK0002568,1971-06-09,P,Warung Kelontong,5870000.0,3.0,Denpasar,Bali,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Tri Handoko,CB20,2022-07-17,Kontrak,1
LN000598,NS000225,PRD05,CB14,PK096,2023-07-18,1000000.0,12,26.26,Modal Kerja,Aktif,False,True,True,False,1262592.0,946944.0,1262592.0,946944.0,1262592.0,946944.0,315648.0,805.0,Macet,5,1968-07-12,55.0,,,NIK0000225,1968-07-12,P,Jasa Jahit,,17.0,Malang,Jawa Timur,NIK0000225,1968-07-12,P,Jasa Jahit,,17.0,Malang,Jawa Timur,NIK0000225,1968-07-12,P,Jasa Jahit,,17.0,Malang,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Siti Aisyah,CB04,2023-02-08,Tetap,2023-07-18,2023.0,7.0,July,Q3,18.0,Tuesday,False,2023-07-18,2023.0,7.0,July,Q3,18.0,Tuesday,False,NIK0000225,1968-07-12,P,Jasa Jahit,,17.0,Malang,Jawa Timur,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Singaraja,Singaraja,Bali,Wilayah III,2020-03-08,Siti Aisyah,CB04,2023-02-08,Tetap,1
LN000599,NS003003,PRD02,CB06,PK030,2023-08-07,10000000.0,12,19.39,Modal Kerja,Aktif,False,True,True,False,11938992.0,10944076.0,11938992.0,10944076.0,11938992.0,10944076.0,994916.0,693.0,Macet,5,1980-09-21,42.0,16510000.0,0.6056935190793459,NIK0002265,1980-09-21,L,Jasa Jahit,8650000.0,21.0,Kediri,Jawa Timur,NIK0002265,1980-09-21,L,Jasa Jahit,8650000.0,21.0,Kediri,Jawa Timur,NIK0002265,1980-09-21,L,Jasa Jahit,8650000.0,21.0,Kediri,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2020-03-02,Rendra Saputra,CB05,2015-11-12,Kontrak,2023-08-07,2023.0,8.0,August,Q3,7.0,Monday,False,2023-08-07,2023.0,8.0,August,Q3,7.0,Monday,False,NIK0002265,1980-09-21,L,Jasa Jahit,8650000.0,21.0,Kediri,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2020-03-02,Rendra Saputra,CB05,2015-11-12,Kontrak,1
LN000600,NS002799,PRD03,CB05,PK029,2025-03-04,90000000.0,12,19.51,Investasi Alat,Aktif,False,True,True,False,107559000.0,80669250.0,107559000.0,80669250.0,107559000.0,80669250.0,26889750.0,24.0,Dalam Perhatian Khusus,2,1962-09-02,62.0,134390000.0,0.6696926854676687,NIK0002799,1962-09-02,L,LAINNYA,12080000.0,18.0,Bekasi,Jawa Barat,NIK0002799,1962-09-02,L,LAINNYA,12080000.0,18.0,Bekasi,Jawa Barat,NIK0002799,1962-09-02,L,LAINNYA,12080000.0,18.0,Bekasi,Jawa Barat,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Bayu Firmansyah,CB20,2020-10-29,Kontrak,2025-03-04,2025.0,3.0,March,Q1,4.0,Tuesday,False,2025-03-04,2025.0,3.0,March,Q1,4.0,Tuesday,False,NIK0002799,1962-09-02,L,LAINNYA,12080000.0,18.0,Bekasi,Jawa Barat,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Bayu Firmansyah,CB20,2020-10-29,Kontrak,0
LN000601,NS002392,PRD02,CB22,PK911,2022-11-18,22000000.0,12,20.68,Investasi Alat,Aktif,False,True,False,True,26549592.0,26549592.0,26549592.0,26549592.0,26549592.0,26549592.0,0.0,15.0,Dalam Perhatian Khusus,2,1965-10-08,57.0,,,NIK0002392,1965-10-08,L,Laundry,7296750.0,3.0,Cirebon,Jawa Barat,NIK0002392,1965-10-08,L,Laundry,7296750.0,3.0,Cirebon,Jawa Barat,NIK0002392,1965-10-08,L,Laundry,7296750.0,3.0,Cirebon,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2021-04-10,Tidak Diketahui,,,Tidak Diketahui,2022-11-18,2022.0,11.0,November,Q4,18.0,Friday,False,2022-11-18,2022.0,11.0,November,Q4,18.0,Friday,False,NIK0002392,1965-10-08,L,Laundry,7296750.0,3.0,Cirebon,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah III,2021-04-10,Tidak Diketahui,,,Tidak Diketahui,0
LN000602,NS002574,PRD04,CB05,PK112,2023-01-31,10000000.0,18,21.08,Investasi Alat,Aktif,False,True,True,False,13162014.0,10968345.0,13162014.0,10968345.0,13162014.0,10968345.0,2193669.0,978.0,Macet,5,1966-09-14,56.0,23610000.0,0.4235493434985176,NIK0002574,1966-09-14,P,Warung Kelontong,,20.0,Surabaya,Jawa Timur,NIK0002574,1966-09-14,P,Warung Kelontong,,20.0,Surabaya,Jawa Timur,NIK0002574,1966-09-14,P,Warung Kelontong,,20.0,Surabaya,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Fajar Nugraha,CB17,2020-02-11,Tetap,2023-01-31,2023.0,1.0,January,Q1,31.0,Tuesday,False,2023-01-31,2023.0,1.0,January,Q1,31.0,Tuesday,False,NIK0002574,1966-09-14,P,Warung Kelontong,,20.0,Surabaya,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Fajar Nugraha,CB17,2020-02-11,Tetap,1
